Symbol,Name,Sector,industry
MCRI,"Monarch Casino & Resort, Inc.",Consumer Services,Hotels/Resorts
MDLZ,"Mondelez International, Inc.",Consumer Non-Durables,Packaged Foods
MGI,"Moneygram International, Inc.",Miscellaneous,Business Services
MDB,"MongoDB, Inc.",Technology,Computer Software: Prepackaged Software
MNCL,Monocle Acquisition Corporation,Consumer Durables,Industrial Specialties
MNCLU,Monocle Acquisition Corporation,Consumer Durables,Industrial Specialties
MNCLW,Monocle Acquisition Corporation,Consumer Durables,Industrial Specialties
MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors
MNPR,Monopar Therapeutics Inc.,Health Care,Major Pharmaceuticals
MNRO,"Monro, Inc. ",Consumer Services,Automotive Aftermarket
MRCC,Monroe Capital Corporation,n/a,n/a
MRCCL,Monroe Capital Corporation,n/a,n/a
MNST,Monster Beverage Corporation,Consumer Non-Durables,Beverages (Production/Distribution)
MORN,"Morningstar, Inc.",Finance,Investment Managers
MORF,"Morphic Holding, Inc.",Health Care,Major Pharmaceuticals
MOR,MorphoSys AG,Health Care,Major Pharmaceuticals
MOSY,"MoSys, Inc.",Technology,Semiconductors
MOTA,"Mota Group, Inc.",n/a,n/a
MPAA,"Motorcar Parts of America, Inc.",Capital Goods,Auto Parts:O.E.M.
MOTS,"Motus GI Holdings, Inc.",Health Care,Medical/Dental Instruments
MOXC,"Moxian, Inc.",Technology,"Computer Software: Programming, Data Processing"
COOP,Mr. Cooper Group Inc.,Finance,Finance: Consumer Services
MSBF,MSB Financial Corp.,Finance,Savings Institutions
MTBC,"MTBC, Inc.",Technology,Computer Software: Prepackaged Software
MTBCP,"MTBC, Inc.",Technology,Computer Software: Prepackaged Software
MTSC,MTS Systems Corporation,Capital Goods,Industrial Machinery/Components
MUDS,Mudrick Capital Acquisition Corporation,Finance,Business Services
MUDSU,Mudrick Capital Acquisition Corporation,Finance,Business Services
MUDSW,Mudrick Capital Acquisition Corporation,Finance,Business Services
GRIL,"Muscle Maker, Inc",Consumer Services,Restaurants
MBIO,"Mustang Bio, Inc.",Health Care,Major Pharmaceuticals
MFSF,MutualFirst Financial Inc.,Finance,Major Banks
MVBF,MVB Financial Corp.,Finance,Major Banks
MYSZ,"My Size, Inc.",Technology,Computer Software: Prepackaged Software
MYL,Mylan N.V.,Health Care,Major Pharmaceuticals
MYOK,"MyoKardia, Inc.",Health Care,Major Pharmaceuticals
MYOS,MYOS RENS Technology Inc.,Health Care,Major Pharmaceuticals
MYRG,"MYR Group, Inc.",Basic Industries,Water Supply
MYGN,"Myriad Genetics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NBRV,Nabriva Therapeutics plc,Health Care,Major Pharmaceuticals
NAKD,Naked Brand Group Limited,Consumer Non-Durables,Apparel
NNDM,Nano Dimension Ltd.,Technology,Electrical Products
NSTG,"NanoString Technologies, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NAOV,"NanoVibronix, Inc.",Health Care,Industrial Specialties
NH,"NantHealth, Inc.",Technology,EDP Services
NK,"NantKwest, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NSSC,"NAPCO Security Technologies, Inc.",Capital Goods,Telecommunications Equipment
NDAQ,"Nasdaq, Inc.",Finance,Investment Bankers/Brokers/Service
NTRA,"Natera, Inc.",Health Care,Medical Specialities
NATH,"Nathan&#39;s Famous, Inc.",Consumer Services,Restaurants
NKSH,"National Bankshares, Inc.",Finance,Major Banks
FIZZ,National Beverage Corp.,Consumer Non-Durables,Beverages (Production/Distribution)
NCMI,"National CineMedia, Inc.",Consumer Services,Advertising
NESR,National Energy Services Reunited Corp.,Energy,Oilfield Services/Equipment
NESRW,National Energy Services Reunited Corp.,Energy,Oilfield Services/Equipment
NGHC,National General Holdings Corp,Finance,Property-Casualty Insurers
NGHCN,National General Holdings Corp,Finance,Property-Casualty Insurers
NGHCO,National General Holdings Corp,Finance,Property-Casualty Insurers
NGHCP,National General Holdings Corp,Finance,Property-Casualty Insurers
NGHCZ,National General Holdings Corp,Finance,Property-Casualty Insurers
NHLD,National Holdings Corporation,Finance,Investment Bankers/Brokers/Service
NHLDW,National Holdings Corporation,Finance,Investment Bankers/Brokers/Service
NATI,National Instruments Corporation,Technology,Computer Software: Prepackaged Software
NRC,National Research Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NSEC,"National Security Group, Inc.",Finance,Life Insurance
EYE,"National Vision Holdings, Inc.",Health Care,Ophthalmic Goods
NWLI,"National Western Life Group, Inc.",Finance,Life Insurance
NAII,"Natural Alternatives International, Inc.",Consumer Durables,Specialty Chemicals
NHTC,Natural Health Trends Corp.,Consumer Durables,Consumer Specialties
NATR,"Nature&#39;s Sunshine Products, Inc.",Health Care,Major Pharmaceuticals
NTUS,Natus Medical Incorporated,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
JSM,Navient Corporation,Finance,Finance: Consumer Services
NAVI,Navient Corporation,Finance,Investment Bankers/Brokers/Service
NMCI,Navios Maritime Containers L.P.,Transportation,Marine Transportation
NBTB,NBT Bancorp Inc.,Finance,Major Banks
NCSM,"NCS Multistage Holdings, Inc.",Energy,Oilfield Services/Equipment
NEBU,Nebula Acquisition Corporation,Finance,Business Services
NEBUU,Nebula Acquisition Corporation,Finance,Business Services
NEBUW,Nebula Acquisition Corporation,Finance,Business Services
NKTR,Nektar Therapeutics,Health Care,Major Pharmaceuticals
NMRD,Nemaura Medical Inc.,Health Care,Medical/Dental Instruments
NEOG,Neogen Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEO,"NeoGenomics, Inc.",Health Care,Precision Instruments
NLTX,"Neoleukin Therapeutics, Inc.",Health Care,Major Pharmaceuticals
NTGN,"Neon Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NEON,Neonode Inc.,Capital Goods,Industrial Machinery/Components
NEOS,"Neos Therapeutics, Inc.",Health Care,Major Pharmaceuticals
NVCN,Neovasc Inc.,Health Care,Medical/Dental Instruments
NEPH,"Nephros, Inc.",Health Care,Medical/Dental Instruments
NEPT,Neptune Wellness Solutions Inc.,Health Care,Major Pharmaceuticals
UEPS,"Net 1 UEPS Technologies, Inc.",Finance,Investment Bankers/Brokers/Service
NETE,"Net Element, Inc.",Technology,EDP Services
NTAP,"NetApp, Inc.",Technology,Electronic Components
NTES,"NetEase, Inc.",Miscellaneous,Business Services
NFIN,Netfin Acquisition Corp.,Finance,Business Services
NFINU,Netfin Acquisition Corp.,Finance,Business Services
NFINW,Netfin Acquisition Corp.,Finance,Business Services
NFLX,"Netflix, Inc.",Consumer Services,Consumer Electronics/Video Chains
NTGR,"NETGEAR, Inc.",Public Utilities,Telecommunications Equipment
NTCT,"NetScout Systems, Inc.",Technology,EDP Services
NTWK,NetSol Technologies Inc.,Technology,Computer Software: Prepackaged Software
NBSE,"NeuBase Therapeutics, Inc. ",Health Care,Major Pharmaceuticals
NRBO,"NeuroBo Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
NBIX,"Neurocrine Biosciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NURO,"NeuroMetrix, Inc.",Health Care,Medical/Dental Instruments
NUROW,"NeuroMetrix, Inc.",Health Care,Medical/Dental Instruments
STIM,"Neuronetics, Inc.",Health Care,Medical/Dental Instruments
NTRP,"Neurotrope, Inc.",Health Care,Major Pharmaceuticals
NBEV,New Age Beverages Corporation,Consumer Non-Durables,Beverages (Production/Distribution)
NFE,New Fortress Energy LLC,Public Utilities,Oil/Gas Transmission
NPA,New Providence Acquisition Corp.,Finance,Business Services
NPAUU,New Providence Acquisition Corp.,Finance,Business Services
NPAWW,New Providence Acquisition Corp.,Finance,Business Services
NYMT,"New York Mortgage Trust, Inc.",Consumer Services,Real Estate Investment Trusts
NYMTM,"New York Mortgage Trust, Inc.",Consumer Services,Real Estate Investment Trusts
NYMTN,"New York Mortgage Trust, Inc.",Consumer Services,Real Estate Investment Trusts
NYMTO,"New York Mortgage Trust, Inc.",Consumer Services,Real Estate Investment Trusts
NYMTP,"New York Mortgage Trust, Inc.",Consumer Services,Real Estate Investment Trusts
NEWA,"Newater Technology, Inc.",Basic Industries,Miscellaneous
NBACU,Newborn Acquisition Corp.,Finance,Business Services
NWL,Newell Brands Inc.,Consumer Non-Durables,Plastic Products
NWGI,"Newgioco Group, Inc.",Technology,Computer Software: Prepackaged Software
NLNK,NewLink Genetics Corporation,Health Care,Major Pharmaceuticals
NMRK,"Newmark Group, Inc.",Finance,Real Estate
NWS,News Corporation,Consumer Services,Newspapers/Magazines
NWSA,News Corporation,Consumer Services,Newspapers/Magazines
NEWT,Newtek Business Services Corp.,n/a,n/a
NEWTI,Newtek Business Services Corp.,n/a,n/a
NEWTL,Newtek Business Services Corp.,n/a,n/a
NXMD,"Nexeon Medsystems, Inc.",n/a,n/a
NXST,"Nexstar Media Group, Inc.",Consumer Services,Broadcasting
NXTC,"NextCure, Inc.",Health Care,Major Pharmaceuticals
NEXT,NextDecade Corporation,Public Utilities,Oil & Gas Production
NXGN,"NextGen Healthcare, Inc.",Technology,EDP Services
NGM,"NGM Biopharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
NODK,"NI Holdings, Inc.",Finance,Property-Casualty Insurers
EGOV,NIC Inc.,Miscellaneous,Business Services
NICE,NICE Ltd,Technology,Computer Software: Prepackaged Software
NICK,"Nicholas Financial, Inc.",Finance,Finance Companies
NCBS,Nicolet Bankshares Inc.,Finance,Major Banks
NIU,Niu Technologies,Capital Goods,Auto Manufacturing
LASR,"nLIGHT, Inc.",Technology,Semiconductors
NMIH,NMI Holdings Inc,Finance,Property-Casualty Insurers
NNBR,"NN, Inc.",Capital Goods,Metal Fabrications
NBL,Noble Energy Inc.,Energy,Oil & Gas Production
NBLX,Noble Midstream Partners LP,Energy,Natural Gas Distribution
NDLS,Noodles & Company,Consumer Services,Restaurants
NDSN,Nordson Corporation,Capital Goods,Industrial Machinery/Components
NSYS,Nortech Systems Incorporated,Capital Goods,Industrial Machinery/Components
NBN,Northeast Bank,Finance,Major Banks
NTIC,Northern Technologies International Corporation,Capital Goods,Industrial Specialties
NTRS,Northern Trust Corporation,Finance,Major Banks
NTRSO,Northern Trust Corporation,Finance,Major Banks
NFBK,"Northfield Bancorp, Inc.",Finance,Savings Institutions
NRIM,Northrim BanCorp Inc,Finance,Savings Institutions
NWBI,"Northwest Bancshares, Inc.",Finance,Major Banks
NWPX,Northwest Pipe Company,Basic Industries,Steel/Iron Ore
NLOK,NortonLifeLock Inc.,Technology,Computer Software: Prepackaged Software
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Services,Marine Transportation
NWFL,Norwood Financial Corp.,Finance,Major Banks
NVFY,"Nova Lifestyle, Inc",Consumer Durables,Home Furnishings
NVMI,Nova Measuring Instruments Ltd.,Capital Goods,Electronic Components
NOVN,"Novan, Inc.",Health Care,Major Pharmaceuticals
NOVT,Novanta Inc.,Miscellaneous,Industrial Machinery/Components
NVAX,"Novavax, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVCR,NovoCure Limited,Health Care,Medical/Dental Instruments
NVUS,"Novus Therapeutics, Inc.",Health Care,Major Pharmaceuticals
NUAN,"Nuance Communications, Inc.",Technology,Computer Software: Prepackaged Software
NCNA,NuCana plc,Health Care,Major Pharmaceuticals
NTNX,"Nutanix, Inc.",Technology,Computer Software: Prepackaged Software
NUVA,"NuVasive, Inc.",Health Care,Medical/Dental Instruments
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,n/a,n/a
NVEE,"NV5 Global, Inc.",Consumer Services,Other Consumer Services
NVEC,NVE Corporation,Technology,Semiconductors
NVDA,NVIDIA Corporation,Technology,Semiconductors
NXPI,NXP Semiconductors N.V.,Technology,Semiconductors
NXTD,NXT-ID Inc.,Consumer Services,Diversified Commercial Services
NYMX,Nymox Pharmaceutical Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OIIM,O2Micro International Limited,Technology,Semiconductors
OVLY,Oak Valley Bancorp (CA),Finance,Major Banks
OCSL,Oaktree Specialty Lending Corporation,n/a,n/a
OCSLL,Oaktree Specialty Lending Corporation,n/a,n/a
OCSI,Oaktree Strategic Income Corporation,n/a,n/a
OMP,Oasis Midstream Partners LP,Energy,Oil & Gas Production
OAS,Oasis Petroleum Inc.,Energy,Oil & Gas Production
OBLN,"Obalon Therapeutics, Inc.",Health Care,Medical/Dental Instruments
OBSV,ObsEva SA,Health Care,Major Pharmaceuticals
OBCI,"Ocean Bio-Chem, Inc.",Consumer Durables,Specialty Chemicals
OPTT,"Ocean Power Technologies, Inc.",Public Utilities,Electric Utilities: Central
OCFC,OceanFirst Financial Corp.,Finance,Savings Institutions
OFED,Oconee Federal Financial Corp.,Finance,Savings Institutions
OCGN,"Ocugen, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OCUL,"Ocular Therapeutix, Inc.",Health Care,Major Pharmaceuticals
ODT,"Odonate Therapeutics, Inc.",Health Care,Major Pharmaceuticals
OMEX,"Odyssey Marine Exploration, Inc.",Consumer Services,Marine Transportation
ODP,"Office Depot, Inc.",Consumer Services,Other Specialty Stores
OPI,Office Properties Income Trust,Finance,Real Estate
OPINI,Office Properties Income Trust,Finance,Real Estate
OFS,OFS Capital Corporation,n/a,n/a
OFSSI,OFS Capital Corporation,n/a,n/a
OFSSL,OFS Capital Corporation,n/a,n/a
OFSSZ,OFS Capital Corporation,n/a,n/a
OCCI,"OFS Credit Company, Inc.",n/a,n/a
OCCIP,"OFS Credit Company, Inc.",n/a,n/a
OVBC,Ohio Valley Banc Corp.,Finance,Major Banks
OKTA,"Okta, Inc.",Technology,Computer Software: Prepackaged Software
ODFL,"Old Dominion Freight Line, Inc.",Transportation,Trucking Freight/Courier Services
ONB,Old National Bancorp,Finance,Major Banks
OPOF,Old Point Financial Corporation,Finance,Major Banks
OSBC,"Old Second Bancorp, Inc.",Finance,Major Banks
OSBCP,"Old Second Bancorp, Inc.",Finance,Major Banks
OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",Consumer Services,Department/Specialty Retail Stores
ZEUS,"Olympic Steel, Inc.",Basic Industries,Metal Fabrications
OFLX,"Omega Flex, Inc.",Capital Goods,Industrial Specialties
OMER,Omeros Corporation,Health Care,Major Pharmaceuticals
OMCL,"Omnicell, Inc.",Technology,Computer Manufacturing
ON,ON Semiconductor Corporation,Technology,Semiconductors
ONCY,Oncolytics Biotech Inc.,Health Care,Major Pharmaceuticals
ONTX,"Onconova Therapeutics, Inc.",Health Care,Major Pharmaceuticals
ONTXW,"Onconova Therapeutics, Inc.",Health Care,Major Pharmaceuticals
ONCS,OncoSec Medical Incorporated,Health Care,Major Pharmaceuticals
ONCT,"Oncternal Therapeutics, Inc. ",Health Care,Major Pharmaceuticals
OSS,"One Stop Systems, Inc.",Technology,Computer Manufacturing
OSPN,OneSpan Inc.,Technology,EDP Services
OSW,OneSpaWorld Holdings Limited,Consumer Services,Hotels/Resorts
ONEW,OneWater Marine Inc.,Consumer Services,Other Specialty Stores
OPBK,OP Bancorp,Finance,Major Banks
OTEX,Open Text Corporation,Technology,EDP Services
OPRA,Opera Limited,Technology,Computer Software: Prepackaged Software
OPES,Opes Acquisition Corp.,Finance,Business Services
OPESU,Opes Acquisition Corp.,Finance,Business Services
OPESW,Opes Acquisition Corp.,Finance,Business Services
OPGN,"OpGen, Inc.",Health Care,Medical Specialities
OPGNW,"OpGen, Inc.",Health Care,Medical Specialities
OPNT,"Opiant Pharmaceuticals, Inc.",Basic Industries,Precious Metals
OPK,"Opko Health, Inc.",Health Care,Major Pharmaceuticals
OPRT,Oportun Financial Corporation,Finance,Finance: Consumer Services
OBAS,Optibase Ltd.,Finance,Real Estate
OCC,Optical Cable Corporation,Basic Industries,Telecommunications Equipment
OPRX,OptimizeRx Corporation,Miscellaneous,Business Services
OPHC,"OptimumBank Holdings, Inc.",Finance,Major Banks
OPTN,"OptiNose, Inc.",Health Care,Major Pharmaceuticals
OPCH,"Option Care Health, Inc.",Health Care,Medical/Nursing Services
OPB,Opus Bank,n/a,n/a
ORMP,Oramed Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
OSUR,"OraSure Technologies, Inc.",Health Care,Medical/Dental Instruments
ORBC,ORBCOMM Inc.,Consumer Services,Telecommunications Equipment
ORTX,Orchard Therapeutics plc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ORLY,"O&#39;Reilly Automotive, Inc.",Consumer Services,Other Specialty Stores
OGI,Organigram Holdings Inc.,Health Care,Major Pharmaceuticals
ORGO,Organogenesis Holdings Inc. ,Health Care,Major Pharmaceuticals
ONVO,"Organovo Holdings, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ORGS,Orgenesis Inc.,Health Care,Major Pharmaceuticals
SEED,Origin Agritech Limited,Consumer Non-Durables,Farming/Seeds/Milling
OBNK,"Origin Bancorp, Inc.",Finance,Major Banks
OESX,"Orion Energy Systems, Inc.",Consumer Durables,Building Products
ORSN,Orisun Acquisition Corp.,Finance,Business Services
ORSNR,Orisun Acquisition Corp.,Finance,Business Services
ORSNU,Orisun Acquisition Corp.,Finance,Business Services
ORSNW,Orisun Acquisition Corp.,Finance,Business Services
ORRF,Orrstown Financial Services Inc,Finance,Major Banks
OFIX,Orthofix Medical Inc. ,Health Care,Medical/Dental Instruments
KIDS,OrthoPediatrics Corp.,Health Care,Medical/Dental Instruments
OSIS,"OSI Systems, Inc.",Technology,Semiconductors
OSMT,Osmotica Pharmaceuticals plc,Health Care,Major Pharmaceuticals
OSN,"Ossen Innovation Co., Ltd.",Basic Industries,Steel/Iron Ore
OTEL,Otelco Inc.,Public Utilities,Telecommunications Equipment
OTG,"OTG EXP, Inc.",n/a,n/a
OTIC,"Otonomy, Inc.",Health Care,Major Pharmaceuticals
OTTW,"Ottawa Bancorp, Inc.",Finance,Savings Institutions
OTTR,Otter Tail Corporation,Public Utilities,Electric Utilities: Central
OTLK,"Outlook Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OTLKW,"Outlook Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OSTK,"Overstock.com, Inc.",Consumer Services,Catalog/Specialty Distribution
OVID,Ovid Therapeutics Inc.,Health Care,Major Pharmaceuticals
OXBR,Oxbridge Re Holdings Limited,Finance,Property-Casualty Insurers
OXBRW,Oxbridge Re Holdings Limited,Finance,Property-Casualty Insurers
OXFD,Oxford Immunotec Global PLC,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OXLC,Oxford Lane Capital Corp.,n/a,n/a
OXLCM,Oxford Lane Capital Corp.,n/a,n/a
OXLCO,Oxford Lane Capital Corp.,n/a,n/a
OXLCP,Oxford Lane Capital Corp.,n/a,n/a
OXSQ,Oxford Square Capital Corp.,n/a,n/a
OXSQL,Oxford Square Capital Corp.,n/a,n/a
OXSQZ,Oxford Square Capital Corp.,n/a,n/a
OYST,"Oyster Point Pharma, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PFIN,"P & F Industries, Inc.",Technology,Industrial Machinery/Components
PTSI,"P.A.M. Transportation Services, Inc.",Transportation,Trucking Freight/Courier Services
PCAR,PACCAR Inc.,Capital Goods,Auto Manufacturing
HERD,Pacer Cash Cows Fund of Funds ETF,n/a,n/a
ECOW,Pacer Emerging Markets Cash Cows 100 ETF,n/a,n/a
VETS,Pacer Military Times Best Employers ETF,n/a,n/a
PACB,"Pacific Biosciences of California, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
PEIX,"Pacific Ethanol, Inc.",Basic Industries,Major Chemicals
